ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,latitude,longitude,datum,source_datum
SO149,10308298,Unnamed (in headwaters of Surprise Creek),"This occurrence is on the ridgecrest between the headwaters of Surprise Creek (a tributary to Big Four Creek) and Military Creek (a tributary to Birch Creek), at an elevation of 1,675 feet.  This is locality 97 of Gamble (1988).",SO,D-5,Cu,Ag,"Chalcopyrite, malachite","Carbonate, chlorite",Occurrence,Inactive,None,"Chalcopyrite-bearing carbonate-chlorite schist; volcanogenic massive sulfide?; Kuroko massive sulfide (Cox and Singer, 1986; model 28a).",28a,Oxidized; iron-stained.,"A sample of iron-stained carbonate-chorite schist contained 1 percent Cu, 5 ppm Ag, 200 ppm Zn, and 12 ppm Bi (Gamble, 1988).  Bedrock is part of a metavolcanic assemblage thought to be Ordovician in age (Till and others, 1986).",No exploration work is reported for  this occurrence.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Till, A.B., D",Travis L. Hudson (Applied Geology),8/19/1999,,,,,"Gamble, 1988",64.79827,-164.129761,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO153,10308302,Unnamed (Topnotch Creek),"This occurrence is located on the ridge between Topnotch and Lost Creeks, tributaries to Kasson Creek (SO028).  It is about 6 miles north of Lees Camp on the Solomon River.  This is locality 115 of Gamble (1988).",SO,C-5,Ag,,Pyrite,Quartz,Occurrence,Inactive,None,Pyrite-bearing quartz-rich zone with Ag values in marble.,,,"Quartzite or silicified marble layers in marble contain as much as 2 percent pyrite and 15 ppm Ag (Gamble, 1988).  The occurrence is within a lower Paleozoic metasedimentary assemblage but near a regional fault contact with metavolcanic rocks thought to b",None.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Till, A.B., D",Travis L. Hudson (Applied Geology),8/19/1999,,,,,"Gamble, 1988",64.708262,-164.399755,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO154,10308303,Unnamed (West Creek),This prospect is located on the south side of West Creek  (SO029) about 1.8 miles upstream from the confluence with Shovel Creek (SO017).  It is just west of  the West Creek lode prospect (SO030).  This is locality 118 of Gamble (1988).,SO,C-5,Au,,Gold,,Prospect,Inactive,None,Sulfide-bearing pelitic schist?,,Oxidation.,"Gamble (1988) reports geochemical results for a sample of limonitic pelitic schist from a shaft dump; this sample contained 0.1 ppm Au and 100 ppm As.  Bedrock here is part of a lower Paleozoic metasedimentary assemblage (Till and others, 1986).",A small shaft or adit was driven to explore the prospect.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Till, A.B., D",Travis L. Hudson (Applied Geology),8/19/1999,Not known; Cretaceous?,,,,,64.67826,-164.497753,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO155,10308304,Unnamed (at head of Willow Creek),"This occurrence is on the ridge crest between Willow and Johnson Creeks.  It is at an elevation of 1,250 feet and locality is 120 of Gamble (1988).",SO,C-6,"Au, Cu",,Chalcopyrite,,Occurrence,Inactive,None,Disseminated chalcopyrite in chlorite-actinolite schist.,,Oxidation; limonitic staining is noted here.,"Limonitic chlorite-actinolite schist with disseminated chalcopyrite is reported to contain 0.05 ppm Au (Gamble, 1988).  Bedrock in the area is the Ordovican Casadepaga Schist, a mafic metavolcanic assemblage (Till and others, 1986).",No known workings or exploration are known at this locality.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Till, A.B., D",Travis L. Hudson (Applied Geology),8/19/1999,,,,,"Gamble, 1988",64.723261,-164.507757,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO156,10308305,Unnamed (at head of Johns Creek),"This occurrence is located on the ridge crest at the head of Johns Creek at about 1,050 feet elevation.  It is about 8 miles north-northwest of Lees Camp on the Solomon River and is locality 122 of Gamble (1988).",SO,C-5,Zn,,Pyrite,"Mica, quartz",Occurrence,Inactive,None,Pyritic micaceous quartzite or silicified marble with Zn values.,,,"A sample of pyritic micaceous quartzite in marble (or silicified marble) contained 1,100 ppm Zn (Gamble, 1988).  Bedrock in the area is part of lower Paleozoic metasedimentary assemblage (Till and others, 1986).",None.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Till, A.B., D",Travis L. Hudson (Applied Geology),8/19/1999,,,,,"Gamble, 1988",64.736263,-164.428758,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO164,10308313,Unnamed (near Pajara Creek),"This occurrence is on the ridge crest between Pajara and Mulligan Creeks, east tributaries to the Eldorado River.  It is at an elevation of 1,375 feet and locality 119 of Gamble (1988).",SO,C-6,Cu,,,,Occurrence,Inactive,None,Sulfides in silicified marble.,,Silicification of marble is indicated.,"Hummel (1975) notes the presence of sulfides in silicified marble at this location.  Bedrock in the area is the Ordovican Casadepaga Schist, a mafic metavolcanic assemblage (Till and others, 1986).",No known workings or exploration activities are recorded in the area.,,"Gamble, B.M., 1988, Non-placer mineral occurrences in the Solomon, Bendeleben, and southern part of the Kotzebue quadrangles, western Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-1838-B, 13 p., 1 sheet, scale 1:250,000.|Hummel, C.L.,",Travis L. Hudson (Applied Geology),8/19/1999,,,,,"Hummel, 1975",64.694254,-164.837758,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO166,10308315,Jerome Creek,"Jerome Creek is an eastern tributary to the lower Solomon River.  Its mouth is 4 miles upstream from Solomon.  This location was included as part of locality 101 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a); possibly reworked coastal plain deposits.",39a,,"Gold was discovered and some developments took place on Jerome Creek as early as 1900 (Brooks and others, 1901). Both fine and coarse gold were found in irregularly distributed pay (Smith, 1910).  At least part of the mining was near the mouth of the cree",Prospecting pits and some open-cut placer workings are present on this creek.  The workings prior to 1907 were on the lower part of the creek near the mouth.  The Solomon River (SO015) at the mouth of Jerome Creek has been extensively dredged.,,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Cobb, E.H., 1972, Metal",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the location and elevation of less than 150 feet indicate  that this area was influenced by Quaternary sea level fluctuations.,,,,"Smith, 1910",64.61226,-164.400745,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO167,10308316,Moran Creek (Gulch),"Moran Creek is a small east tributary to the lower Solomon River.  This location on Moran Creek is 0.5 mile northeast of Lees Camp. It was included as part of locality 101 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-5,Au,,Gold,,Mine,Active?,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a); possibly reworked alluvial and coastal plain deposits by more than one cycle of deposition.",39a,,"Early placer mining on Moran Creek (1908) was on gravel benches of the Solomon River (Smith, 1909) and the deposits may be reworked alluvial deposits.  This part of the Solomon River is at low enough elevations to have been affected by Quaternary sea leve",Small scale open cut placer workings are present on this creek.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; this part of the Solomon River is at low enough elevations to have been affected by Quaternary sea level fluctuations and the gold probably went through several cycles of erosion and redeposition.,,,,"Smith, 1909",64.621261,-164.375746,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO168,10308317,Quartz Creek (tributary to lower Solomon River),"This Quartz Creek is a south tributary to the lower Solomon River; its mouth is about 1,000 feet downstream from Quigleys Camp.  The headwaters of Quartz Creek are across a low divide from Uncle Sam Creek.  This was included as part of locality 101 of Cob",SO,C-5,Au,,Gold,,Mine,Active?,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a); possibly reworked alluvial and coastal plain deposits.",39a,,"The lower 1,000 feet of Quartz Creek flows across a bench along the south side of the Solomon River valley.  Placer mining along this part of the creek took place as early as 1906-07 (Smith, 1910). Subsequent mining may have also taken place in this area",Early workings were probably by hand.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; this part of the Solomon River is at low enough elevations to have been affected by Quaternary sea level fluctuations and the gold may have been through several cycles of erosion and redeposition.,,,,"Smith, 1910",64.645262,-164.330748,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO169,10308318,Puzzle Creek (Gulch),"Puzzle Creek is a 3,500-foot-long, north tributary to Mystery Creek (SO016). The mouth of Puzzle Creek is about a mile upstream of the confluence of Mystery Creek and Shovel Creek and about 2.5 miles-northwest of Lees Camp on the Solomon River.  It was in",SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Small-scale mining took place here in the early 1900's (Smith, 1910).  The area is one where both bench deposits and ancestral channels can be present (see Mystery Creek, SO016).  The gold recovered here was very coarse, some with attached quartz, and par",Small-scale hand and hydraulic operations probably took place in the early 1900s.,,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,"Quaternary; the elevation (200 feet) of this area indicates it may have been  affected by Quaternary sea level fluctuations (see Problem Creek, SO170).",,,,"Smith, 1910",64.64626,-164.447749,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO170,10308319,Problem Creek (Gulch),"Problem Creek is a 3,000-foot-long west tributary to Mystery Creek (SO016).  The mouth of Problem Creek is about 1.7 miles upstream from the confluence of Mystery Creek and Shovel Creek (SO017) and about 2.8 miles north-northwest of Lees Camp on the Solom",SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Mining on the lower part of this creek started in 1900 (Brooks and others, 1901).  Thin gravels, 2- to 3-feet thick, overlie metasedimentary schist in the active drainage; bench deposits are present on both sides of the creek.  A 45-foot shaft on the sout",Small-scale mining took place prior to WW I.  This was originally by hand but probably also by hdraulic methods.,,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Cobb, E.H., 1972, Metal",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary; the elevation (250 feet) of this area indicates it may have been  affected by Quaternary sea level fluctuations.,,,,"Smith, 1910",64.64526,-164.467749,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO171,10308320,Lion Creek,"Lion Creek is a small headwater tributary of Big Hurrah Creek (SO022).  it is the upstream limit of placer minig in the Big Hurrah Creek drainage.  It is included in locality 100 of Cobb (1972, MF 445; 1978, OF 78-181).",SO,C-5,Au,,Gold,,Mine,Probably inactive,Yes; small,"Placer Au-PGE (Cox and Singer, 1986; model 39a).",39a,,"Small-scale placer mining took place on Lion Creek prior to 1908.  Gold was present in 4 feet of gravel over bedrock and at least locally on benches to the active drainage (Collier and others, 1908).  The early mining recovered $1.70 to $2.00 per cubic ya","Small -scale, probably mostly  hand operations, took place on the lower part of this creek prior to 1908.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Solomon quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-445, 1 sheet, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than minera",Travis L. Hudson (Applied Geology),8/19/1999,Quaternary.,,,,"Collier and others, 1908",64.640264,-164.197745,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
SO172,10308321,Unnamed (north of Big Hurrah Creek),"This prospect is on the north side of Big Hurrah Creek (SO022) about one mile upstream from its mouth.  It is locality 3 of Asher (1969, DGGS R33).",SO,C-5,"Au, Sb",,"Gold, stibnite",Quartz,Prospect,Probably inactive,None,"Gold-quartz vein; low sulfide-Au quartz vein (Cox and Singer, 1986; model 36a) or quartz-stibnite vein in graphitic schist; simple Sb deposits (Cox and Singer, 1986; model 27d).",27d or 36a,Silicification.,"A 10-foot-wide silicified and brecciated zone in very fine-grained graphitic schist contains disseminated sulfides, mostly pyrite.  However, along the footwall side, stibnite is disseminated and forms blades to 3 inches long (Asher, 1969, DGGS R33).  The",The mineralization is exposed in outcrop.  A prospect trench exposes some mineralization upslope to the north.,,"Apodoca, L.E., 1994, Genesis of lode gold deposits of the Rock Creek area, Nome mining district, Seward Peninsula, Alaska:  Boulder, Colorado, University of Colorado, Ph.D. dissertation, 208 p.|Asher, R.R., 1969, Geologic and geochemical study, Solomon C-",Travis L. Hudson (Applied Geology),8/19/1999,Mid-Cretaceous?,,,,"Asher, 1969a",64.653263,-164.280748,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
